image_path,classes
data\dataset_2_split\train\images\10-058-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-058-ls-34-b-01_9120_10260.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_11400_12540.jpg,2
data\dataset_2_split\train\images\10-060-ls-34-b-01_1140_2280.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-060-ls-34-b-01_20520_21660.jpg,1
data\dataset_2_split\train\images\10-060-ls-34-b-01_22800_23940.jpg,"0,2"
data\dataset_2_split\train\images\10-060-ls-34-b-01_23940_25080.jpg,2
data\dataset_2_split\train\images\10-060-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-060-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-060-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_6840_7980.jpg,
data\dataset_2_split\train\images\10-060-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_14820_15960.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_17100_18240.jpg,6
data\dataset_2_split\train\images\10-070-ls-34-b-01_18240_19380.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-070-ls-34-b-01_20520_21660.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_28500_29640.jpg,1
data\dataset_2_split\train\images\10-070-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-070-ls-34-b-01_30780_31920.jpg,0
data\dataset_2_split\train\images\10-070-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-080-ls-34-b-01_10260_11400.jpg,7
data\dataset_2_split\train\images\10-080-ls-34-b-01_11400_12540.jpg,1
data\dataset_2_split\train\images\10-080-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-080-ls-34-b-01_14820_15960.jpg,1
data\dataset_2_split\train\images\10-080-ls-34-b-01_17100_18240.jpg,0
data\dataset_2_split\train\images\10-080-ls-34-b-01_18240_19380.jpg,7
data\dataset_2_split\train\images\10-080-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-080-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-080-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_10260_11400.jpg,7
data\dataset_2_split\train\images\10-090-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-090-ls-34-b-01_13680_14820.jpg,2
data\dataset_2_split\train\images\10-090-ls-34-b-01_14820_15960.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_22800_23940.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_27360_28500.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-090-ls-34-b-01_9120_10260.jpg,6
data\dataset_2_split\train\images\10-100-ls-34-b-01_10260_11400.jpg,7
data\dataset_2_split\train\images\10-100-ls-34-b-01_11400_12540.jpg,
data\dataset_2_split\train\images\10-100-ls-34-b-01_1140_2280.jpg,
data\dataset_2_split\train\images\10-100-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-100-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-100-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-100-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-100-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-100-ls-34-b-01_9120_10260.jpg,0
data\dataset_2_split\train\images\10-110-ls-34-b-01_10260_11400.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_14820_15960.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_19380_20520.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_20520_21660.jpg,7
data\dataset_2_split\train\images\10-110-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_28500_29640.jpg,7
data\dataset_2_split\train\images\10-110-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-110-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-110-ls-34-b-01_5700_6840.jpg,0
data\dataset_2_split\train\images\10-120-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_14820_15960.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-120-ls-34-b-01_20520_21660.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_22800_23940.jpg,0
data\dataset_2_split\train\images\10-120-ls-34-b-01_2280_3420.jpg,6
data\dataset_2_split\train\images\10-120-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-120-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-120-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-120-ls-34-b-01_3420_4560.jpg,"0,7"
data\dataset_2_split\train\images\10-130-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-130-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-130-ls-34-b-01_21660_22800.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-130-ls-34-b-01_6840_7980.jpg,0
data\dataset_2_split\train\images\10-130-ls-34-b-01_7980_9120.jpg,1
data\dataset_2_split\train\images\10-140-ls-34-b-01_1140_2280.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_14820_15960.jpg,0
data\dataset_2_split\train\images\10-140-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_18240_19380.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_2280_3420.jpg,6
data\dataset_2_split\train\images\10-140-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-140-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-140-ls-34-b-01_9120_10260.jpg,0
data\dataset_2_split\train\images\10-150-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_10260_11400.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_11400_12540.jpg,"0,7"
data\dataset_2_split\train\images\10-150-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-150-ls-34-b-01_18240_19380.jpg,0
data\dataset_2_split\train\images\10-150-ls-34-b-01_20520_21660.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_21660_22800.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_22800_23940.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_25080_26220.jpg,0
data\dataset_2_split\train\images\10-150-ls-34-b-01_28500_29640.jpg,7
data\dataset_2_split\train\images\10-150-ls-34-b-01_29640_30780.jpg,1
data\dataset_2_split\train\images\10-150-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-150-ls-34-b-01_6840_7980.jpg,
data\dataset_2_split\train\images\10-150-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_11400_12540.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-160-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_18240_19380.jpg,7
data\dataset_2_split\train\images\10-160-ls-34-b-01_22800_23940.jpg,2
data\dataset_2_split\train\images\10-160-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-160-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-160-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-160-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_11400_12540.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_1140_2280.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_14820_15960.jpg,2
data\dataset_2_split\train\images\10-170-ls-34-b-01_17100_18240.jpg,10
data\dataset_2_split\train\images\10-170-ls-34-b-01_18240_19380.jpg,"0,10"
data\dataset_2_split\train\images\10-170-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_26220_27360.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_3420_4560.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-170-ls-34-b-01_9120_10260.jpg,
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_11400_12540.jpg,7
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_1140_2280.jpg,6
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_13680_14820.jpg,
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_15960_17100.jpg,2
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_18240_19380.jpg,0
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_22800_23940.jpg,
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_26220_27360.jpg,6
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_28500_29640.jpg,7
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_5700_6840.jpg,0
data\dataset_2_split\train\images\10-170-ls-r1-1-18aa_9120_10260.jpg,6
data\dataset_2_split\train\images\10-180-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_10260_11400.jpg,7
data\dataset_2_split\train\images\10-180-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_13680_14820.jpg,2
data\dataset_2_split\train\images\10-180-ls-34-b-01_14820_15960.jpg,2
data\dataset_2_split\train\images\10-180-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-180-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-180-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-180-ls-34-b-01_9120_10260.jpg,6
data\dataset_2_split\train\images\10-190-ls-34-b-01_1140_2280.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_14820_15960.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_22800_23940.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_26220_27360.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_28500_29640.jpg,7
data\dataset_2_split\train\images\10-190-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-190-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-190-ls-34-b-01_4560_5700.jpg,1
data\dataset_2_split\train\images\10-190-ls-34-b-01_6840_7980.jpg,1
data\dataset_2_split\train\images\10-200-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-200-ls-34-b-01_10260_11400.jpg,0
data\dataset_2_split\train\images\10-200-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-200-ls-34-b-01_13680_14820.jpg,2
data\dataset_2_split\train\images\10-200-ls-34-b-01_17100_18240.jpg,2
data\dataset_2_split\train\images\10-200-ls-34-b-01_18240_19380.jpg,"2,6"
data\dataset_2_split\train\images\10-200-ls-34-b-01_19380_20520.jpg,
data\dataset_2_split\train\images\10-200-ls-34-b-01_20520_21660.jpg,
data\dataset_2_split\train\images\10-200-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-200-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-200-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-200-ls-34-b-01_9120_10260.jpg,"1,6"
data\dataset_2_split\train\images\10-210-ls-34-b-01_10260_11400.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_11400_12540.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-210-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_14820_15960.jpg,0
data\dataset_2_split\train\images\10-210-ls-34-b-01_15960_17100.jpg,1
data\dataset_2_split\train\images\10-210-ls-34-b-01_17100_18240.jpg,"0,6"
data\dataset_2_split\train\images\10-210-ls-34-b-01_21660_22800.jpg,0
data\dataset_2_split\train\images\10-210-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_3420_4560.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-210-ls-34-b-01_6840_7980.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_11400_12540.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-220-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_23940_25080.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_25080_26220.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-220-ls-34-b-01_27360_28500.jpg,7
data\dataset_2_split\train\images\10-220-ls-34-b-01_29640_30780.jpg,1
data\dataset_2_split\train\images\10-220-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-220-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-220-ls-34-b-01_6840_7980.jpg,0
data\dataset_2_split\train\images\10-220-ls-34-b-01_9120_10260.jpg,0
data\dataset_2_split\train\images\10-230-ls-34-b-01_10260_11400.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-230-ls-34-b-01_14820_15960.jpg,0
data\dataset_2_split\train\images\10-230-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_17100_18240.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_18240_19380.jpg,6
data\dataset_2_split\train\images\10-230-ls-34-b-01_20520_21660.jpg,7
data\dataset_2_split\train\images\10-230-ls-34-b-01_22800_23940.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-230-ls-34-b-01_27360_28500.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-230-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-230-ls-34-b-01_9120_10260.jpg,6
data\dataset_2_split\train\images\10-240-ls-34-b-01_0_1140.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-240-ls-34-b-01_14820_15960.jpg,0
data\dataset_2_split\train\images\10-240-ls-34-b-01_18240_19380.jpg,6
data\dataset_2_split\train\images\10-240-ls-34-b-01_20520_21660.jpg,1
data\dataset_2_split\train\images\10-240-ls-34-b-01_22800_23940.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_30780_31920.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-240-ls-34-b-01_4560_5700.jpg,0
data\dataset_2_split\train\images\10-240-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-240-ls-34-b-01_9120_10260.jpg,"1,6"
data\dataset_2_split\train\images\10-250-ls-34-b-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_18240_19380.jpg,6
data\dataset_2_split\train\images\10-250-ls-34-b-01_19380_20520.jpg,7
data\dataset_2_split\train\images\10-250-ls-34-b-01_21660_22800.jpg,1
data\dataset_2_split\train\images\10-250-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_28500_29640.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_29640_30780.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_3420_4560.jpg,7
data\dataset_2_split\train\images\10-250-ls-34-b-01_4560_5700.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-250-ls-34-b-01_7980_9120.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_1140_2280.jpg,6
data\dataset_2_split\train\images\10-260-ls-34-b-01_13680_14820.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_15960_17100.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_19380_20520.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_21660_22800.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_2280_3420.jpg,
data\dataset_2_split\train\images\10-260-ls-34-b-01_26220_27360.jpg,6
data\dataset_2_split\train\images\10-260-ls-34-b-01_4560_5700.jpg,0
data\dataset_2_split\train\images\10-260-ls-34-b-01_5700_6840.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_0_1140.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_11400_12540.jpg,7
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_1140_2280.jpg,6
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_17100_18240.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_18240_19380.jpg,6
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_19380_20520.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_20520_21660.jpg,"0,7"
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_23940_25080.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_26220_27360.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_28500_29640.jpg,"1,7"
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_29640_30780.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_30780_31920.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_4560_5700.jpg,
data\dataset_2_split\train\images\10-260-ls-r2-1-18aa_7980_9120.jpg,
data\dataset_2_split\train\images\10-270-ls-34-g-01_12540_13680.jpg,
data\dataset_2_split\train\images\10-270-ls-34-g-01_19380_20520.jpg,
